dates,cars_sold_de,cars_online_de,avg_buyprice_de,bookmarks_de,opportunity_de
2022-10-16,32,2818,18182,2070,587
2022-10-17,75,2717,18275,2117,793
2022-10-18,78,2711,18308,1896,818
2022-10-19,68,2709,18317,2000,734
2022-10-20,69,2726,18282,2083,763
2022-10-21,81,2706,18284,2246,755
2022-10-22,53,2732,18306,2388,658
2022-10-23,33,2704,18352,2764,631
2022-10-24,71,2591,18482,2148,800
2022-10-25,62,2561,18472,1983,726
2022-10-26,63,2625,18331,1919,779
2022-10-27,59,2611,18349,2014,715
2022-10-28,76,2582,18423,1939,688
2022-10-29,53,2570,18410,1889,583
2022-10-30,29,2562,18399,2012,641
2022-10-31,66,2483,18495,2310,769
2022-11-01,66,2393,18534,2386,728
2022-11-02,67,2328,18493,2305,770
2022-11-03,69,2294,18489,2017,734
2022-11-04,71,2388,18335,2028,780
2022-11-05,55,2397,18354,1924,644
2022-11-06,30,2370,18385,2295,552
2022-11-07,82,2281,18477,2007,834
2022-11-08,88,2249,18426,1894,764
2022-11-09,73,2250,18447,2057,781
2022-11-10,60,2245,18410,1787,732
2022-11-11,64,2251,18266,1852,717
2022-11-12,49,2264,18208,2074,641
2022-11-13,24,2243,18277,2135,665
2022-11-14,62,2223,18329,2431,815
2022-11-15,57,2238,18381,2178,843
2022-11-16,63,2264,18415,2439,812
2022-11-17,55,2271,18365,2167,751
2022-11-18,69,2243,18280,1756,713
2022-11-19,56,2231,18299,1921,646
2022-11-20,28,2226,18337,2113,614
2022-11-21,76,2131,18471,1784,811
2022-11-22,70,2109,18360,2024,743
2022-11-23,65,2131,18340,2333,781
2022-11-24,58,2135,18256,2471,729
2022-11-25,65,2235,18145,1997,638
2022-11-26,32,2287,18042,2099,584
2022-11-27,27,2258,18118,1958,505
2022-11-28,76,2194,18163,2181,803
2022-11-29,79,2179,18144,2178,759
2022-11-30,80,2160,18110,2139,741
2022-12-01,57,2185,18020,2269,664
2022-12-02,57,2187,18003,2094,690
2022-12-03,45,2221,17894,2277,596
2022-12-04,33,2208,17944,2348,567
2022-12-05,76,2105,18074,2241,834
2022-12-06,77,2107,18104,2101,767
2022-12-07,53,2123,18065,2215,656
2022-12-08,66,2114,17978,1973,699
2022-12-09,64,2171,17834,1777,623
2022-12-10,38,2206,17719,1890,558
2022-12-11,39,2168,17728,2273,552
2022-12-12,78,2058,17881,1956,745
2022-12-13,74,2057,17754,1974,776
2022-12-14,60,2125,17647,2098,687
2022-12-15,63,2151,17628,2011,654
2022-12-16,68,2191,17608,1900,639
2022-12-17,49,2188,17594,2124,590
2022-12-18,32,2187,17544,1900,499
2022-12-19,63,2121,17628,2047,715
2022-12-20,61,2128,17664,1996,651
2022-12-21,61,2143,17547,2433,682
2022-12-22,49,2177,17472,2013,605
2022-12-23,53,2215,17501,2073,582
2022-12-24,26,2287,17431,1630,400
2022-12-25,25,2251,17471,2023,452
2022-12-26,25,2201,17523,2267,529
2022-12-27,64,2134,17521,2927,906
2022-12-28,74,2100,17527,2719,880
2022-12-29,80,2063,17577,2280,775
2022-12-30,85,2058,17583,2554,739
2022-12-31,31,2069,17510,1712,407
2023-01-01,34,2024,17568,1896,433
2023-01-02,90,1927,17729,2675,925
2023-01-03,87,1885,17700,2689,982
2023-01-04,88,1834,17822,2803,915
2023-01-05,70,1815,17766,2641,847
2023-01-06,86,1787,17682,2746,816
2023-01-07,60,1776,17741,2398,740
2023-01-08,38,1743,17813,2548,635
2023-01-09,85,1648,17915,2440,860
2023-01-10,90,1608,17874,2692,866
2023-01-11,76,1576,17865,2269,830
2023-01-12,60,1539,17705,2452,836
2023-01-13,67,1549,17622,2701,771
2023-01-14,50,1550,17618,2433,697
2023-01-15,35,1509,17756,2631,593
2023-01-16,91,1414,17861,2473,816
2023-01-17,81,1458,17666,2937,847
2023-01-18,84,1442,17536,2586,819
2023-01-19,71,1431,17360,2668,782
2023-01-20,75,1425,17392,2633,823
2023-01-21,71,1444,17402,2661,694
2023-01-22,29,1414,17437,2489,579
2023-01-23,90,1307,17553,2575,917
2023-01-24,99,1315,17499,2639,897
2023-01-25,68,1370,17446,2541,871
2023-01-26,65,1381,17361,2326,786
2023-01-27,60,1375,17286,2245,834
2023-01-28,50,1410,17135,2614,664
2023-01-29,43,1374,17127,2770,590
2023-01-30,83,1282,17188,2545,819
2023-01-31,74,1268,17109,2543,884
2023-02-01,75,1268,17184,2375,823
2023-02-02,85,1247,17189,2248,798
2023-02-03,58,1258,17211,2281,743
2023-02-04,51,1298,17170,2448,661
2023-02-05,37,1268,17169,2320,559
2023-02-06,60,1190,17393,1919,764
2023-02-07,73,1182,17390,2234,761
2023-02-08,68,1186,17186,2389,690
2023-02-09,72,1183,17127,2280,666
2023-02-10,68,1220,17141,1958,657
2023-02-11,51,1237,16985,2208,535
2023-02-12,23,1212,17019,2424,459
2023-02-13,74,1110,17065,2106,720
2023-02-14,67,1099,17037,2211,615
2023-02-15,60,1115,17037,2071,674
2023-02-16,71,1110,17042,2126,658
2023-02-17,43,1159,16894,2132,630
2023-02-18,51,1216,16973,2290,555
2023-02-19,36,1190,17109,2162,484
2023-02-20,49,1128,17134,2024,692
2023-02-21,60,1146,16924,2041,607
2023-02-22,62,1212,16775,2290,654
2023-02-23,63,1252,16653,2221,656
2023-02-24,60,1259,16696,2066,611
2023-02-25,44,1273,16580,1963,514
2023-02-26,27,1265,16607,2180,506
2023-02-27,56,1174,16746,1834,666
2023-02-28,63,1160,16847,1971,701
2023-03-01,62,1192,16761,2162,682
2023-03-02,65,1212,16777,1978,628
2023-03-03,55,1233,16764,2147,680
2023-03-04,38,1273,16599,2081,580
2023-03-05,36,1261,16648,2229,488
2023-03-06,66,1181,16779,1944,651
2023-03-07,55,1187,16610,2056,627
2023-03-08,47,1213,16460,1894,623
2023-03-09,18,1249,16383,1864,661
2023-03-10,30,1334,16363,1948,577
2023-03-11,16,1443,16286,2002,523
2023-03-12,1,1476,16256,2212,472
2023-03-13,46,1429,16283,2090,652
2023-03-14,53,1463,16300,2234,704
2023-03-15,54,1483,16273,2206,646
2023-03-16,50,1504,16224,2114,654
2023-03-17,48,1523,16138,1985,619
2023-03-18,16,1583,16037,1985,517
2023-03-19,0,1596,16042,2325,540
2023-03-20,77,1515,16141,2683,683
2023-03-21,80,1483,16202,2118,684
2023-03-22,60,1494,16174,2093,672
2023-03-23,55,1487,16030,2118,605
2023-03-24,41,1573,15899,2029,574
2023-03-25,9,1635,15736,2226,518
2023-03-26,1,1657,15748,2004,465
2023-03-27,76,1572,15791,2213,656
2023-03-28,46,1586,15800,2160,697
2023-03-29,67,1587,15839,2310,681
2023-03-30,61,1581,15789,2238,572
2023-03-31,52,1628,15660,1986,619
2023-04-01,16,1703,15571,1907,441
2023-04-02,0,1734,15564,2104,460
2023-04-03,61,1672,15593,1857,606
2023-04-04,57,1666,15506,1839,617
2023-04-05,58,1668,15551,1920,559
2023-04-06,47,1687,15488,1716,518
2023-04-07,0,1755,15408,2510,472
2023-04-08,24,1730,15434,1800,456
2023-04-09,0,1751,15523,1546,298
2023-04-10,0,1751,15523,2031,440
2023-04-11,73,1676,15542,2092,639
2023-04-12,74,1682,15375,2490,677
2023-04-13,67,1699,15463,2269,654
2023-04-14,59,1702,15493,2371,577
2023-04-15,26,1752,15464,1919,491
2023-04-16,0,1767,15504,2263,480
2023-04-17,72,1702,15533,2241,714
2023-04-18,63,1688,15407,2339,656
2023-04-19,65,1676,15391,1885,578
2023-04-20,78,1668,15323,1875,606
2023-04-21,74,1733,15326,2149,637
2023-04-22,21,1834,15206,1803,458
2023-04-23,0,1872,15255,2171,495
2023-04-24,78,1800,15292,2630,681
2023-04-25,79,1789,15230,2855,699
2023-04-26,73,1797,15197,2397,605
2023-04-27,51,1842,15167,2375,582
2023-04-28,66,1916,15305,2616,620
2023-04-29,16,1985,15252,2279,477
2023-04-30,0,1985,15248,2217,378
2023-05-01,0,1985,15248,2289,430
2023-05-02,75,1926,15284,2341,612
2023-05-03,83,1885,15320,2520,667
2023-05-04,53,1900,15266,2094,543
2023-05-05,67,1899,15263,2223,574
2023-05-06,20,1960,15231,2071,443
2023-05-07,0,1988,15261,2303,493
2023-05-08,93,1899,15265,2252,658
2023-05-09,64,1870,15198,2279,630
2023-05-10,54,1878,15125,2548,563
2023-05-11,61,1883,15047,2068,533
2023-05-12,59,1895,15014,2203,562
2023-05-13,14,1966,14929,1758,443
2023-05-14,0,2020,14966,2130,420
2023-05-15,88,1939,14999,2277,625
2023-05-16,52,1997,14861,2339,679
2023-05-17,54,2026,14852,2082,566
2023-05-18,0,2105,14814,2037,482
2023-05-19,77,2024,14796,2036,590
2023-05-20,8,2072,14774,1986,459
2023-05-21,0,2081,14791,1844,425
2023-05-22,73,2021,14744,2109,672
2023-05-23,79,1987,14677,2282,660
2023-05-24,52,1998,14567,2606,582
2023-05-25,51,2032,14462,2129,584
2023-05-26,46,2058,14444,1827,540
2023-05-27,12,2102,14465,1718,391
2023-05-28,0,2118,14460,1813,379
2023-05-29,0,2118,14460,2108,462
2023-05-30,91,2029,14420,2220,574
2023-05-31,59,2057,14403,2038,615
2023-06-01,52,2042,14357,1858,519
2023-06-02,43,2066,14319,1809,491
2023-06-03,17,2109,14283,1655,411
2023-06-04,0,2142,14297,1872,419
2023-06-05,67,2088,14246,2016,575
2023-06-06,57,2104,14162,1761,584
2023-06-07,67,2103,14141,1928,511
2023-06-08,60,2130,14175,2194,509
2023-06-09,44,2140,14229,1796,509
2023-06-10,15,2216,14190,1327,339
2023-06-11,0,2253,14199,1714,412
2023-06-12,76,2188,14145,1838,599
2023-06-13,70,2209,14199,1625,577
2023-06-14,48,2233,14196,1680,494
2023-06-15,56,2246,14152,1672,466
2023-06-16,50,2291,14095,1732,459
2023-06-17,20,2369,14043,1734,380
2023-06-18,0,2415,14063,1878,378
2023-06-19,48,2379,14097,1835,555
2023-06-20,72,2382,14180,2019,501
2023-06-21,41,2421,14122,1983,500
2023-06-22,57,2449,14132,1794,565
2023-06-23,53,2474,14180,1991,498
2023-06-24,23,2534,14181,1935,408
2023-06-25,0,2582,14189,1931,396
2023-06-26,65,2528,14195,1813,588
2023-06-27,62,2521,14160,2032,498
2023-06-28,46,2544,14153,1765,544
2023-06-29,46,2567,14237,2355,555
2023-06-30,45,2583,14259,2197,493
2023-07-01,34,2649,14266,2088,463
2023-07-02,0,2680,14271,1959,432
2023-07-03,63,2607,14280,1986,611
2023-07-04,96,2599,14328,2096,584
2023-07-05,47,2626,14373,2000,661
2023-07-06,54,2615,14318,1794,567
2023-07-07,70,2641,14331,1745,553
2023-07-08,19,2725,14351,1716,482
2023-07-09,0,2758,14352,1888,436
2023-07-10,60,2706,14361,2151,666
2023-07-11,64,2701,14357,1816,611
2023-07-12,59,2716,14330,2080,664
2023-07-13,61,2742,14326,2267,683
2023-07-14,54,2754,14376,1930,597
2023-07-15,24,2799,14407,1773,472
2023-07-16,1,2831,14406,1743,489
2023-07-17,78,2749,14465,2148,650
2023-07-18,78,2726,14474,2347,600
2023-07-19,67,2753,14456,2060,614
2023-07-20,57,2780,14464,2068,627
2023-07-21,59,2817,14446,2237,548
2023-07-22,14,2885,14488,2381,488
2023-07-23,0,2902,14500,1999,444
2023-07-24,74,2823,14523,2128,601
2023-07-25,93,2777,14584,2414,625
2023-07-26,70,2776,14647,2148,610
2023-07-27,51,2808,14618,2206,601
2023-07-28,40,2861,14631,1926,520
2023-07-29,12,3007,14631,2056,488
2023-07-30,0,3050,14662,2145,491
2023-07-31,80,2966,14686,2067,577
2023-08-01,72,2948,14696,2055,567
2023-08-02,63,2947,14730,2089,625
2023-08-03,62,2956,14767,2127,612
2023-08-04,41,2989,14805,2090,548
2023-08-05,19,3053,14848,1808,507
2023-08-06,0,3083,14857,2058,495
2023-08-07,84,3000,14923,2450,678
2023-08-08,74,3000,14912,2233,638
2023-08-09,68,3011,14940,2205,702
2023-08-10,47,3045,14921,2031,625
2023-08-11,52,3068,14954,2069,585
2023-08-12,32,3118,14954,2087,504
2023-08-13,0,3156,14960,2175,484
2023-08-14,87,3068,14999,2705,738
2023-08-15,70,3097,15058,2490,734
2023-08-16,79,3045,15084,2896,787
2023-08-17,62,3039,15103,2414,770
2023-08-18,78,3057,15168,2420,695
2023-08-19,11,3131,15184,2660,555
2023-08-20,0,3176,15220,2378,541
2023-08-21,101,3077,15236,2521,757
2023-08-22,88,3078,15289,2740,760
2023-08-23,74,3087,15295,2845,811
2023-08-24,59,3103,15255,2635,758
2023-08-25,60,3108,15341,2924,716
2023-08-26,18,3184,15367,2549,593
2023-08-27,0,3221,15367,2484,576
2023-08-28,105,3124,15440,2718,817
2023-08-29,81,3113,15492,2664,821
2023-08-30,92,3098,15531,2956,846
2023-08-31,70,3128,15565,2754,725
2023-09-01,74,3146,15606,2598,681
2023-09-02,16,3201,15614,2410,621
2023-09-03,0,3249,15634,2637,515
2023-09-04,138,3111,15698,2478,794
2023-09-05,85,3074,15684,2664,735
2023-09-06,69,3090,15694,2599,846
2023-09-07,75,3082,15724,2796,880
2023-09-08,77,3078,15729,2635,751
2023-09-09,27,3163,15697,2404,628
2023-09-10,0,3223,15706,2789,657
2023-09-11,106,3104,15758,2725,871
2023-09-12,89,3081,15778,2952,830
2023-09-13,64,3098,15817,2967,758
2023-09-14,92,3097,15809,2521,829
2023-09-15,81,3154,15829,2810,721
2023-09-16,28,3227,15832,2636,581
2023-09-17,4,3258,15862,2823,579
2023-09-18,81,3165,15910,2700,817
2023-09-19,83,3152,15867,2677,748
2023-09-20,72,3203,15835,2884,803
2023-09-21,59,3240,15861,2797,744
2023-09-22,80,3285,15880,2522,711
2023-09-23,29,3346,15891,2432,573
2023-09-24,0,3385,15898,2863,600
2023-09-25,87,3300,15937,2802,798
2023-09-26,73,3297,15977,2519,786
2023-09-27,84,3309,15966,2557,742
2023-09-28,72,3331,15981,2767,726
2023-09-29,70,3367,15949,2459,620
2023-09-30,38,3450,15872,2306,609
2023-10-01,0,3496,15844,2354,523
2023-10-02,77,3409,15862,2623,747
2023-10-03,1,3489,15850,2990,692
2023-10-04,138,3371,15892,2751,764
2023-10-05,68,3389,15934,2709,744
2023-10-06,61,3425,15880,2466,633
2023-10-07,15,3498,15828,2525,589
2023-10-08,0,3530,15819,2556,655
2023-10-09,108,3427,15856,2503,766
2023-10-10,86,3419,15807,2207,754
2023-10-11,64,3442,15769,2568,716
2023-10-12,71,3457,15754,2508,682
2023-10-13,72,3501,15723,2459,644
2023-10-14,29,3603,15670,2379,622
2023-10-15,0,3659,15654,2179,588
2023-10-16,77,3584,15664,2634,783
2023-10-17,72,3612,15686,2549,762
2023-10-18,65,3654,15683,2633,693
2023-10-19,69,3694,15688,2716,785
2023-10-20,58,3738,15691,2679,784
2023-10-21,34,3810,15658,2537,701
2023-10-22,0,3836,15660,3354,643
2023-10-23,91,3774,15742,2783,848
2023-10-24,79,3807,15666,2845,867
2023-10-25,91,3805,15672,2862,840
2023-10-26,70,3832,15672,2607,758
2023-10-27,58,3849,15629,2622,787
2023-10-28,13,3933,15600,2765,680
2023-10-29,0,3954,15598,3341,672
2023-10-30,85,3873,15608,2880,848
2023-10-31,50,3896,15600,3103,872
2023-11-01,91,3870,15634,3343,863
2023-11-02,70,3888,15606,2880,901
2023-11-03,59,3913,15586,2719,833
2023-11-04,50,3947,15540,2885,740
2023-11-05,0,4001,15538,3314,727
2023-11-06,116,3898,15575,2921,879
2023-11-07,79,3909,15550,3194,959
2023-11-08,79,3898,15535,2813,903
2023-11-09,99,3910,15521,3433,943
2023-11-10,88,3944,15529,2744,899
2023-11-11,33,4044,15510,3098,761
2023-11-12,0,4064,15530,2997,782
2023-11-13,119,3962,15531,3147,962
2023-11-14,107,3946,15554,3009,935
2023-11-15,88,3925,15490,3136,934
2023-11-16,77,3965,15439,2962,895
2023-11-17,78,3992,15394,2931,811
2023-11-18,26,4069,15368,3003,790
2023-11-19,0,4088,15368,2775,877
2023-11-20,119,3990,15387,3042,985
2023-11-21,84,3985,15361,3017,965
2023-11-22,103,3971,15327,2815,867
2023-11-23,89,4012,15318,3063,915
2023-11-24,76,4036,15318,2957,775
2023-11-25,23,4110,15257,2874,701
2023-11-26,0,4160,15257,3126,729
2023-11-27,91,4063,15305,2922,865
2023-11-28,92,4072,15281,2911,959
2023-11-29,93,4082,15259,2982,866
2023-11-30,79,4079,15256,2898,797
2023-12-01,77,4111,15189,2628,740
2023-12-02,25,4191,15176,2668,646
2023-12-03,0,4214,15175,3184,669
2023-12-04,95,4117,15223,2841,930
2023-12-05,105,4104,15261,3061,821
2023-12-06,101,4084,15248,2854,809
2023-12-07,83,4111,15217,2770,744
2023-12-08,59,4152,15154,2567,743
2023-12-09,35,4214,15131,2781,670
2023-12-10,0,4219,15137,2954,577
2023-12-11,59,4163,15140,3333,840
2023-12-12,58,4187,15112,2971,762
2023-12-13,83,4201,15090,2694,839
2023-12-14,68,4219,15107,2759,795
2023-12-15,56,4241,15084,2633,714
2023-12-16,31,4281,15051,2640,585
2023-12-17,0,4312,15062,2585,611
2023-12-18,76,4252,15080,3028,878
2023-12-19,66,4275,15035,4003,787
2023-12-20,66,4287,14997,2585,777
2023-12-21,71,4303,14946,2854,635
2023-12-22,76,4324,14911,2580,623
2023-12-23,16,4406,14850,2406,487
2023-12-24,0,4424,14856,2089,511
2023-12-25,0,4425,14855,2336,433
2023-12-26,0,4425,14855,2294,455
2023-12-27,98,4328,14857,2827,740
2023-12-28,61,4315,14850,3126,718
2023-12-29,78,4293,14875,2528,663
2023-12-30,26,4314,14864,2467,529
2023-12-31,0,4338,14882,1936,336
2024-01-01,0,4337,14882,2111,349
2024-01-02,70,4276,14874,2567,788
2024-01-03,74,4242,14832,3120,887
2024-01-04,108,4162,14798,3556,915
2024-01-05,117,4097,14789,3151,759
2024-01-06,35,4102,14805,2939,642
2024-01-07,0,4126,14801,2946,576
2024-01-08,85,4059,14811,2670,682
2024-01-09,78,4024,14696,3006,781
2024-01-10,103,3958,14644,3203,777
2024-01-11,93,3973,14623,2938,750
2024-01-12,84,4035,14593,2553,733
2024-01-13,31,4077,14595,2997,657
2024-01-14,0,4142,14563,2997,610
2024-01-15,58,4099,14584,3207,798
2024-01-16,93,4075,14607,2868,769
2024-01-17,89,4056,14544,3301,801
2024-01-18,75,4096,14521,3134,694
2024-01-19,72,4148,14501,3086,601
2024-01-20,26,4243,14520,3455,597
2024-01-21,0,4278,14536,3088,690
2024-01-22,87,4190,14545,2881,777
2024-01-23,85,4164,14542,2869,871
2024-01-24,81,4164,14486,3107,863
2024-01-25,85,4152,14435,3085,814
2024-01-26,59,4249,14445,2803,761
2024-01-27,26,4327,14436,3205,705
2024-01-28,0,4373,14454,3026,588
2024-01-29,97,4281,14458,3184,848
2024-01-30,97,4275,14475,3184,827
2024-01-31,90,4316,14492,3452,834
2024-02-01,90,4316,14451,3209,789
2024-02-02,77,4326,14432,3038,732
2024-02-03,24,4398,14445,3503,682
2024-02-04,0,4430,14459,3385,698
2024-02-05,82,4342,14465,3195,875
2024-02-06,112,4263,14416,3217,820
2024-02-07,87,4229,14436,3000,834
2024-02-08,89,4283,14444,3205,817
2024-02-09,73,4341,14445,2999,811
2024-02-10,37,4392,14458,2993,717
2024-02-11,0,4428,14456,3229,666
2024-02-12,82,4359,14435,3675,961
2024-02-13,82,4335,14450,3242,942
2024-02-14,83,4334,14475,3065,916
2024-02-15,89,4333,14448,3529,815
2024-02-16,86,4352,14448,3082,819
2024-02-17,12,4457,14454,3366,726
2024-02-18,0,4491,14470,3270,751
2024-02-19,101,4411,14468,2843,932
2024-02-20,115,4366,14417,3187,978
2024-02-21,130,4334,14397,3086,850
2024-02-22,81,4396,14395,3521,792
2024-02-23,82,4392,14439,3102,807
2024-02-24,17,4495,14434,3373,684
2024-02-25,0,4530,14425,3298,664
2024-02-26,107,4428,14443,3283,904
2024-02-27,97,4407,14439,3386,841
2024-02-28,79,4419,14427,3499,813
2024-02-29,90,4438,14418,2986,758
2024-03-01,74,4486,14460,3175,708
2024-03-02,36,4557,14463,3168,722
2024-03-03,0,4585,14453,3376,669
2024-03-04,86,4503,14440,3376,863
2024-03-05,99,4482,14439,3208,814
2024-03-06,105,4454,14430,3555,781
2024-03-07,75,4494,14438,3320,707
2024-03-08,49,4512,14446,3083,653
2024-03-09,11,4552,14436,3072,676
2024-03-10,0,4589,14433,3743,620
2024-03-11,88,4536,14451,3113,849
2024-03-12,123,4514,14419,3346,838
2024-03-13,81,4541,14409,3392,869
2024-03-14,71,4582,14404,3332,736
2024-03-15,58,4601,14360,3208,746
2024-03-16,44,4624,14355,3133,660
2024-03-17,0,4647,14351,3439,652
2024-03-18,97,4564,14363,3487,947
2024-03-19,84,4544,14386,3040,864
2024-03-20,89,4537,14368,3036,807
2024-03-21,84,4534,14329,3416,785
2024-03-22,98,4542,14289,2944,738
2024-03-23,42,4598,14269,2459,655
2024-03-24,0,4629,14261,2915,650
2024-03-25,91,4554,14256,3066,911
2024-03-26,103,4537,14247,3016,791
2024-03-27,65,4596,14217,3092,756
2024-03-28,70,4610,14197,2998,680
2024-03-29,0,4667,14194,3434,666
2024-03-30,43,4613,14174,2489,578
2024-03-31,0,4645,14159,2656,499
2024-04-01,0,4645,14159,3055,682
2024-04-02,91,4556,14160,3246,1030
2024-04-03,108,4489,14182,3285,917
2024-04-04,105,4445,14182,3314,921
2024-04-05,90,4461,14206,3124,847
2024-04-06,32,4532,14226,2808,615
2024-04-07,0,4564,14230,3096,698
2024-04-08,102,4453,14210,3001,902
2024-04-09,112,4382,14218,3290,898
2024-04-10,86,4376,14259,3096,856
2024-04-11,97,4372,14271,3192,883
2024-04-12,71,4453,14275,3124,897
2024-04-13,47,4494,14283,2546,633
2024-04-14,0,4519,14284,3286,646
2024-04-15,84,4444,14290,3348,1007
2024-04-16,110,4379,14276,3350,896
2024-04-17,89,4344,14280,3495,964
2024-04-18,92,4331,14315,3261,898
2024-04-19,74,4382,14369,3339,905
2024-04-20,41,4450,14403,3595,815
2024-04-21,0,4480,14402,3659,759
2024-04-22,103,4387,14381,3510,996
2024-04-23,105,4380,14390,3207,961
2024-04-24,98,4358,14377,3521,960
2024-04-25,86,4363,14363,3305,857
2024-04-26,89,4366,14319,3263,936
2024-04-27,50,4473,14342,3076,699
2024-04-28,0,4513,14346,3139,703
2024-04-29,91,4429,14373,2965,916
2024-04-30,86,4423,14364,2313,756
2024-05-01,0,4498,14388,2940,736
2024-05-02,120,4402,14363,3255,1060
2024-05-03,104,4389,14364,3189,866
2024-05-04,46,4431,14387,3006,771
2024-05-05,0,4442,14391,3323,659
2024-05-06,134,4333,14393,3621,982
2024-05-07,95,4310,14351,3092,956
2024-05-08,102,4287,14349,2918,784
2024-05-09,0,4351,14362,2949,663
2024-05-10,124,4219,14329,2981,868
2024-05-11,49,4268,14294,2554,675
2024-05-12,0,4281,14294,2777,676
2024-05-13,101,4201,14294,3314,994
2024-05-14,92,4194,14308,3121,943
2024-05-15,81,4211,14298,3135,927
2024-05-16,73,4231,14288,2843,873
2024-05-17,94,4252,14283,2997,866
2024-05-18,37,4303,14255,3029,746
2024-05-19,0,4325,14242,3356,680
2024-05-20,0,4336,14249,2942,701
2024-05-21,120,4216,14248,3356,1158
2024-05-22,112,4150,14169,3241,973
2024-05-23,96,4181,14118,3468,904
2024-05-24,88,4225,14131,3369,830
2024-05-25,51,4317,14137,2824,773
2024-05-26,0,4340,14146,3059,655
2024-05-27,107,4239,14161,3208,1019
2024-05-28,106,4220,14192,3153,985
2024-05-29,95,4189,14165,3456,922
2024-05-30,88,4235,14123,3543,884
2024-05-31,98,4240,14105,3435,930
2024-06-01,35,4290,14116,3253,751
2024-06-02,0,4326,14121,3218,709
2024-06-03,108,4219,14117,3191,1008
2024-06-04,109,4216,14121,3209,984
2024-06-05,113,4183,14112,3480,1064
2024-06-06,96,4210,14082,3153,876
2024-06-07,100,4199,14073,2997,890
2024-06-08,31,4252,14103,2643,671
2024-06-09,0,4284,14091,3091,663
2024-06-10,97,4181,14112,3091,935
2024-06-11,113,4124,14101,3326,940
2024-06-12,91,4222,14092,3112,933
2024-06-13,79,4302,14078,2940,849
2024-06-14,76,4362,14128,2994,840
2024-06-15,35,4383,14151,2756,738
2024-06-16,0,4400,14149,2778,691
2024-06-17,119,4291,14138,2910,990
2024-06-18,107,4251,14127,3117,990
2024-06-19,98,4253,14164,3321,861
2024-06-20,85,4324,14157,3162,973
2024-06-21,109,4346,14158,3440,882
2024-06-22,38,4420,14164,2940,687
2024-06-23,0,4437,14171,2706,645
2024-06-24,123,4329,14160,2948,932
2024-06-25,95,4318,14197,2941,882
2024-06-26,100,4311,14188,2686,766
2024-06-27,64,4313,14196,2912,805
2024-06-28,75,4360,14183,2640,794
2024-06-29,28,4437,14180,2320,705
2024-06-30,0,4466,14168,3124,736
2024-07-01,79,4391,14176,3160,1008
2024-07-02,133,4343,14262,3412,940
2024-07-03,91,4352,14256,3325,1023
2024-07-04,101,4363,14234,3463,910
2024-07-05,91,4391,14305,3263,849
2024-07-06,41,4458,14328,3296,697
2024-07-07,0,4475,14339,3499,776
2024-07-08,152,4337,14336,3549,1062
2024-07-09,92,4293,14297,3924,951
2024-07-10,96,4291,14299,4503,1004
2024-07-11,97,4281,14333,4453,942
2024-07-12,95,4273,14392,4274,981
2024-07-13,33,4321,14421,4500,799
2024-07-14,0,4336,14432,4101,703
2024-07-15,102,4253,14458,4245,1007
2024-07-16,94,4250,14470,4181,982
2024-07-17,117,4228,14473,3957,996
2024-07-18,103,4201,14494,3648,909
2024-07-19,81,4178,14516,3703,894
2024-07-20,34,4181,14528,3404,750
2024-07-21,0,4180,14539,3993,646
2024-07-22,119,4102,14545,4222,1099
2024-07-23,124,4097,14531,4296,1039
2024-07-24,112,4131,14562,4628,988
