dates,cars_sold_de,cars_sold_it,cars_sold_fr,cars_sold_es,cars_sold_pl,cars_sold_se,cars_sold_at,cars_sold_be,cars_sold_nl
2023-06-18,0,8,0,0,0,3,0,0,0
2023-06-19,48,44,43,36,4,6,10,21,7
2023-06-20,72,43,33,41,5,6,6,21,11
2023-06-21,41,43,29,44,5,4,4,8,10
2023-06-22,57,43,34,34,6,7,4,12,7
2023-06-23,53,33,27,30,8,0,3,10,7
2023-06-24,23,16,14,12,7,0,0,0,0
2023-06-25,0,3,1,0,0,3,0,0,0
2023-06-26,65,50,47,41,7,8,11,17,5
2023-06-27,62,45,43,41,7,3,11,15,4
2023-06-28,46,46,26,43,4,2,8,7,4
2023-06-29,46,36,23,25,0,5,12,9,8
2023-06-30,45,35,28,35,9,8,3,6,7
2023-07-01,34,13,13,14,4,3,1,1,1
2023-07-02,0,1,0,0,0,4,0,0,0
2023-07-03,63,49,34,49,7,6,10,19,10
2023-07-04,96,39,30,25,8,8,10,5,5
2023-07-05,47,40,22,36,12,2,6,10,9
2023-07-06,54,46,36,48,2,2,8,2,4
2023-07-07,70,34,19,32,4,4,8,10,5
2023-07-08,19,21,18,16,6,3,1,0,0
2023-07-09,0,0,0,0,0,1,0,0,0
2023-07-10,60,45,43,50,4,2,10,12,10
2023-07-11,64,42,22,36,9,1,8,16,6
2023-07-12,59,44,33,50,5,5,8,8,0
2023-07-13,61,34,44,38,12,3,8,8,3
2023-07-14,54,31,10,34,4,5,5,6,2
2023-07-15,24,17,17,15,2,2,0,0,0
2023-07-16,1,3,0,0,0,1,0,0,0
2023-07-17,78,44,37,36,8,7,8,22,15
2023-07-18,78,49,26,35,3,1,12,14,6
2023-07-19,67,31,20,35,5,2,12,6,4
2023-07-20,57,48,34,40,7,6,6,10,9
2023-07-21,58,39,28,33,5,2,5,0,2
2023-07-22,14,25,5,9,7,2,2,6,0
2023-07-23,0,3,0,0,0,3,0,0,0
2023-07-24,74,33,28,50,4,4,12,13,10
2023-07-25,93,41,28,35,4,2,2,16,6
2023-07-26,70,41,26,40,6,2,6,10,4
2023-07-27,51,40,27,28,2,4,3,6,9
2023-07-28,40,40,14,24,2,4,4,6,7
2023-07-29,12,21,17,15,14,3,1,1,9
2023-07-30,0,0,0,0,0,4,0,0,1
2023-07-31,80,48,22,43,3,4,9,22,8
2023-08-01,72,39,26,40,8,4,8,10,8
2023-08-02,63,37,22,31,5,2,4,15,4
2023-08-03,62,31,20,34,9,5,7,12,9
2023-08-04,41,32,17,29,8,7,11,9,2
2023-08-05,19,11,17,7,5,2,0,2,2
2023-08-06,0,2,0,0,0,3,0,0,0
2023-08-07,84,45,26,37,12,3,9,14,10
2023-08-08,74,30,24,38,4,4,10,8,7
2023-08-09,68,36,45,30,9,5,4,6,8
2023-08-10,47,47,22,28,10,4,1,8,5
2023-08-11,52,41,31,27,7,5,3,7,8
2023-08-12,32,28,13,10,4,3,1,4,3
2023-08-13,0,3,0,0,0,2,0,0,0
2023-08-14,85,37,26,36,2,5,4,9,8
2023-08-15,70,3,14,0,0,7,0,0,8
2023-08-16,79,25,29,41,11,3,4,11,10
2023-08-17,62,40,37,34,8,3,4,12,4
2023-08-18,77,34,28,31,9,5,5,9,6
2023-08-19,11,16,12,9,9,1,0,7,5
2023-08-20,0,2,1,0,0,4,0,0,0
2023-08-21,100,41,32,42,8,3,9,13,4
2023-08-22,88,32,36,33,10,3,3,12,7
2023-08-23,74,42,21,40,12,2,5,9,3
2023-08-24,59,45,31,40,8,4,4,7,6
2023-08-25,60,51,28,30,5,5,14,9,4
2023-08-26,18,16,23,9,6,3,0,6,4
2023-08-27,0,6,0,0,2,1,0,0,0
2023-08-28,105,51,49,36,12,3,11,10,7
2023-08-29,81,47,41,36,10,3,7,7,4
2023-08-30,92,47,27,42,4,6,8,10,5
2023-08-31,70,53,30,29,10,5,8,10,0
2023-09-01,74,38,19,33,11,3,1,7,8
2023-09-02,16,26,21,2,7,1,0,2,3
2023-09-03,0,3,0,0,0,2,0,0,0
2023-09-04,138,56,32,42,14,4,6,12,9
2023-09-05,85,54,33,45,5,1,10,10,4
2023-09-06,68,40,44,32,9,2,8,4,9
2023-09-07,75,64,36,32,12,2,5,10,6
2023-09-08,77,53,27,38,5,2,2,12,4
2023-09-09,27,30,22,20,9,2,2,9,0
2023-09-10,0,1,0,0,0,0,0,0,0
2023-09-11,106,58,52,40,7,1,14,12,8
2023-09-12,89,49,35,29,12,6,6,7,8
2023-09-13,64,53,26,38,8,4,5,7,4
2023-09-14,91,59,32,28,6,7,3,10,6
2023-09-15,81,40,28,38,8,4,3,14,7
2023-09-16,28,25,19,13,5,4,0,9,0
2023-09-17,4,2,0,0,0,3,0,0,0
2023-09-18,81,47,38,41,6,6,11,6,15
2023-09-19,83,49,36,36,6,3,5,18,8
2023-09-20,72,47,33,39,7,5,5,8,6
2023-09-21,59,54,32,26,10,4,9,10,7
2023-09-22,80,51,22,42,2,1,3,11,10
2023-09-23,29,19,22,17,5,3,1,4,3
2023-09-24,0,2,0,0,0,2,0,0,0
2023-09-25,87,60,34,44,9,3,14,6,10
2023-09-26,73,44,36,43,8,2,9,12,6
2023-09-27,84,61,28,38,6,7,13,1,8
2023-09-28,72,40,22,40,12,3,5,14,8
2023-09-29,70,36,30,35,5,3,5,4,7
2023-09-30,37,29,15,11,7,2,1,10,5
2023-10-01,0,3,0,1,0,0,0,0,0
2023-10-02,77,49,43,42,7,2,12,7,6
2023-10-03,1,35,25,28,10,3,6,12,10
2023-10-04,138,32,26,35,11,2,4,10,11
2023-10-05,68,45,34,30,8,4,10,11,3
2023-10-06,61,36,21,29,5,3,6,11,7
2023-10-07,15,24,10,15,2,3,1,3,2
2023-10-08,0,4,0,2,0,4,0,0,0
2023-10-09,108,43,33,35,7,4,11,6,7
2023-10-10,86,39,32,40,5,5,9,9,12
2023-10-11,64,51,26,24,9,3,2,9,4
2023-10-12,71,45,30,10,4,3,4,8,8
2023-10-13,71,44,27,28,8,4,10,6,4
2023-10-14,29,26,16,15,5,1,2,1,4
2023-10-15,0,2,0,0,0,2,0,0,0
2023-10-16,77,48,43,48,11,4,7,14,11
2023-10-17,72,48,32,40,3,5,10,7,8
2023-10-18,65,58,22,31,5,5,4,13,10
2023-10-19,69,38,24,40,5,8,4,11,5
2023-10-20,58,44,37,31,10,3,5,13,8
2023-10-21,34,22,16,20,8,1,0,7,3
2023-10-22,0,2,0,0,0,2,0,0,1
2023-10-23,91,42,48,34,13,1,11,10,11
2023-10-24,79,52,41,41,7,3,10,17,7
2023-10-25,91,42,30,41,13,3,9,9,5
2023-10-26,70,42,24,36,6,4,0,15,7
2023-10-27,58,37,28,32,7,2,7,4,8
2023-10-28,13,19,13,12,5,4,2,6,6
2023-10-29,0,3,0,0,1,0,0,0,0
2023-10-30,85,53,33,41,3,5,14,12,9
2023-10-31,50,40,43,34,14,5,7,4,10
2023-11-01,91,21,24,7,0,5,0,1,8
2023-11-02,70,33,32,36,9,6,11,11,10
2023-11-03,59,42,34,32,6,3,9,3,7
2023-11-04,50,17,20,17,8,2,1,10,2
2023-11-05,0,3,0,0,0,6,0,0,0
2023-11-06,116,45,57,35,8,3,12,14,7
2023-11-07,79,48,29,29,11,5,6,9,10
2023-11-08,78,51,41,40,6,5,6,9,8
2023-11-09,99,61,19,17,10,3,9,8,8
2023-11-10,88,43,40,25,14,8,7,15,8
2023-11-11,33,18,13,18,0,2,2,0,2
2023-11-12,0,2,0,1,0,1,0,0,0
2023-11-13,119,57,55,30,7,2,17,16,10
2023-11-14,107,46,39,45,7,6,10,13,6
2023-11-15,88,46,25,23,10,3,5,8,6
2023-11-16,77,51,35,42,6,9,7,8,11
2023-11-17,77,42,32,31,7,7,4,16,13
2023-11-18,26,18,20,22,4,2,1,7,5
2023-11-19,0,1,0,1,0,3,0,0,0
2023-11-20,119,41,49,46,11,4,12,13,6
2023-11-21,84,51,34,27,4,5,12,8,7
2023-11-22,103,60,35,39,7,6,3,10,11
2023-11-23,88,29,32,45,8,7,6,19,4
2023-11-24,76,50,35,27,7,1,6,14,8
2023-11-25,23,21,19,22,6,6,0,4,5
2023-11-26,0,0,0,0,0,1,0,0,0
2023-11-27,91,60,38,48,4,6,8,20,8
2023-11-28,92,59,38,35,8,4,9,10,7
2023-11-29,92,46,37,29,4,6,10,5,6
2023-11-30,79,47,36,31,6,4,9,14,6
2023-12-01,77,40,30,22,6,3,7,10,9
2023-12-02,25,16,21,13,9,1,0,5,1
2023-12-03,0,1,0,0,0,1,0,0,0
2023-12-04,95,61,43,35,8,7,13,12,12
2023-12-05,103,50,26,32,8,8,9,8,7
2023-12-06,101,43,41,15,5,6,2,7,12
2023-12-07,83,37,28,19,8,3,8,8,4
2023-12-08,59,5,28,9,7,2,0,7,7
2023-12-09,35,26,19,8,6,3,0,11,7
2023-12-10,0,2,0,1,1,3,0,0,0
2023-12-11,59,67,38,51,5,3,9,17,9
2023-12-12,58,32,33,37,10,5,11,10,6
2023-12-13,83,44,36,38,8,6,4,11,6
2023-12-14,68,38,22,32,7,2,7,12,7
2023-12-15,56,45,17,27,6,4,5,6,9
2023-12-16,31,24,10,18,6,3,1,5,3
2023-12-17,0,1,0,0,0,1,0,0,0
2023-12-18,76,46,42,42,5,6,12,13,7
2023-12-19,65,37,38,27,3,1,9,9,10
2023-12-20,66,50,25,30,3,4,10,9,8
2023-12-21,71,47,23,36,3,3,2,4,3
2023-12-22,76,35,19,26,8,1,8,7,4
2023-12-23,16,19,9,11,4,0,2,8,6
2023-12-24,0,2,0,0,0,0,0,0,0
2023-12-25,0,4,0,0,0,0,0,0,0
2023-12-26,0,0,21,38,0,3,0,8,0
2023-12-27,98,30,35,33,1,5,7,6,16
2023-12-28,61,39,30,35,5,2,8,9,12
2023-12-29,78,29,18,27,10,2,3,9,4
2023-12-30,26,14,8,11,6,1,3,5,2
2023-12-31,0,2,0,0,0,0,0,2,0
2024-01-01,0,0,0,1,0,0,0,0,0
2024-01-02,69,44,49,34,6,4,16,12,12
2024-01-03,74,41,34,38,11,3,13,10,10
2024-01-04,108,45,35,28,7,5,9,10,11
2024-01-05,117,52,25,37,10,5,9,8,9
2024-01-06,35,4,14,0,0,1,0,10,2
2024-01-07,0,0,0,0,0,4,0,0,0
2024-01-08,85,81,53,44,6,6,10,10,10
2024-01-09,78,51,32,28,9,4,8,6,5
2024-01-10,103,65,32,33,12,4,6,15,10
2024-01-11,92,57,21,31,8,7,13,13,8
2024-01-12,83,50,27,40,6,5,5,9,7
2024-01-13,30,15,23,10,7,0,0,6,4
2024-01-14,0,0,0,0,0,1,0,0,0
2024-01-15,58,56,38,34,6,5,7,16,7
2024-01-16,93,57,28,34,6,4,3,10,5
2024-01-17,89,47,29,39,5,11,14,20,6
2024-01-18,75,54,28,25,9,5,10,8,8
2024-01-19,72,59,31,37,5,5,12,4,8
2024-01-20,26,24,15,15,12,2,0,3,2
2024-01-21,0,6,0,0,0,0,0,0,0
2024-01-22,87,65,37,36,7,4,17,13,10
2024-01-23,84,66,33,25,8,3,11,20,11
2024-01-24,81,42,35,35,6,3,5,9,8
2024-01-25,85,54,28,30,10,7,4,7,10
2024-01-26,59,53,29,37,8,5,6,20,5
2024-01-27,26,27,17,9,5,3,1,2,5
2024-01-28,0,0,0,0,0,2,0,0,0
2024-01-29,97,66,51,37,12,3,9,11,10
2024-01-30,97,67,33,31,7,6,3,11,8
2024-01-31,90,64,42,32,5,6,6,9,7
2024-02-01,90,48,32,28,10,7,9,8,7
2024-02-02,77,36,34,39,9,10,7,8,5
2024-02-03,24,25,36,22,6,9,1,17,9
2024-02-04,0,0,0,0,0,3,0,0,0
2024-02-05,82,49,35,46,10,6,16,17,15
2024-02-06,112,45,39,41,4,4,12,19,6
2024-02-07,87,43,34,30,3,5,16,7,9
2024-02-08,89,49,25,31,11,1,6,10,5
2024-02-09,73,40,28,27,11,5,10,8,7
2024-02-10,37,18,19,23,8,3,3,7,3
2024-02-11,0,1,0,0,0,2,0,0,0
2024-02-12,82,43,56,53,8,4,11,16,10
2024-02-13,82,48,46,45,12,5,3,12,7
2024-02-14,83,49,38,44,10,8,8,17,8
2024-02-15,88,30,27,37,7,4,5,8,9
2024-02-16,86,31,36,23,9,4,7,12,1
2024-02-17,12,44,15,22,12,3,1,4,3
2024-02-18,0,2,0,0,0,2,0,0,0
2024-02-19,100,60,58,39,8,7,12,21,9
2024-02-20,115,36,34,31,7,4,13,13,5
2024-02-21,130,48,49,30,10,7,7,10,10
2024-02-22,81,38,24,32,11,6,6,17,7
2024-02-23,82,26,26,29,10,12,11,10,8
2024-02-24,17,20,23,18,12,4,3,12,2
2024-02-25,0,1,0,0,0,2,0,0,0
2024-02-26,107,42,33,47,12,3,14,14,8
2024-02-27,97,59,42,46,4,5,13,14,13
2024-02-28,79,46,38,26,13,3,6,11,7
2024-02-29,90,46,26,22,10,1,4,8,10
2024-03-01,73,37,37,26,4,4,7,8,7
2024-03-02,36,21,25,13,11,5,2,4,4
2024-03-03,0,0,0,0,1,2,0,0,0
2024-03-04,86,39,37,36,9,15,23,16,4
2024-03-05,99,38,34,45,5,4,8,18,9
2024-03-06,105,46,37,37,9,8,7,9,6
2024-03-07,75,45,31,32,5,4,10,9,8
2024-03-08,49,39,28,32,3,4,6,9,11
2024-03-09,11,25,20,16,7,9,1,5,0
2024-03-10,0,1,0,0,0,2,0,0,0
2024-03-11,88,52,31,42,6,4,8,17,6
2024-03-12,123,58,42,32,10,4,7,10,6
2024-03-13,80,50,24,36,5,2,12,11,10
2024-03-14,71,46,24,31,6,2,8,13,7
2024-03-15,58,47,25,13,9,9,5,6,8
2024-03-16,44,14,23,13,9,4,4,9,1
2024-03-17,0,1,0,0,0,1,0,0,0
2024-03-18,97,62,36,33,8,5,9,19,14
2024-03-19,84,53,43,39,12,7,10,7,9
2024-03-20,89,48,28,32,10,5,6,9,4
2024-03-21,84,50,30,33,9,4,6,11,7
2024-03-22,97,53,30,23,3,4,6,12,9
2024-03-23,42,17,21,19,6,6,2,9,6
2024-03-24,0,1,0,0,1,2,0,0,0
2024-03-25,91,68,23,37,11,7,10,18,13
2024-03-26,103,54,46,23,8,2,10,11,3
2024-03-27,63,43,43,37,7,3,3,11,3
2024-03-28,70,41,33,6,13,8,9,15,4
2024-03-29,0,35,30,0,8,5,6,5,10
2024-03-30,43,5,25,13,3,4,4,11,1
2024-03-31,0,2,1,1,0,2,1,0,0
2024-04-01,0,0,4,45,0,2,0,0,3
2024-04-02,91,55,50,31,14,4,16,11,8
2024-04-03,108,37,39,38,11,3,6,16,10
2024-04-04,105,42,39,34,8,1,9,5,12
2024-04-05,90,46,39,29,5,7,5,10,14
2024-04-06,32,22,13,27,9,6,0,3,3
2024-04-07,0,0,0,1,0,1,0,0,0
2024-04-08,102,57,57,41,7,5,13,17,9
2024-04-09,112,34,34,35,6,6,9,6,8
2024-04-10,86,39,33,38,6,4,10,11,10
2024-04-11,97,45,34,38,3,2,2,10,6
2024-04-12,71,46,26,34,9,6,13,10,6
2024-04-13,47,13,16,20,7,10,1,10,8
2024-04-14,0,1,0,0,0,2,0,0,0
2024-04-15,84,55,45,53,13,4,14,16,8
2024-04-16,109,42,31,27,5,4,14,13,7
2024-04-17,89,43,41,25,10,4,9,15,3
2024-04-18,92,41,36,37,12,4,5,7,3
2024-04-19,74,42,23,41,5,6,6,20,3
2024-04-20,41,12,27,18,11,8,3,0,7
2024-04-21,0,0,0,0,0,0,0,0,0
2024-04-22,103,63,30,47,6,6,12,16,10
2024-04-23,105,29,43,41,2,3,13,13,8
2024-04-24,98,43,37,44,6,9,15,8,8
2024-04-25,86,3,25,36,8,8,6,14,3
2024-04-26,89,38,34,31,7,6,9,11,4
2024-04-27,50,13,18,16,5,8,0,6,0
2024-04-28,0,1,0,0,2,0,0,0,0
2024-04-29,91,41,51,46,9,6,7,17,13
2024-04-30,86,48,29,54,3,4,6,20,7
2024-05-01,0,4,0,23,0,0,0,0,6
2024-05-02,120,50,34,13,7,6,5,12,4
2024-05-03,104,48,25,20,0,1,9,13,10
2024-05-04,46,16,11,18,7,7,0,9,6
2024-05-05,0,1,0,0,0,0,0,0,0
2024-05-06,133,54,67,40,5,4,11,11,13
2024-05-07,95,53,40,38,5,4,10,16,3
2024-05-08,102,45,4,33,8,2,8,10,12
2024-05-09,0,36,2,35,7,3,0,0,0
2024-05-10,124,44,46,37,14,7,7,6,10
2024-05-11,49,14,15,22,9,5,1,2,3
2024-05-12,0,1,0,0,3,0,0,0,0
2024-05-13,101,46,48,51,13,4,14,10,7
2024-05-14,92,41,46,39,6,8,11,29,9
2024-05-15,81,41,43,32,5,4,7,18,9
2024-05-16,73,59,38,35,6,9,7,17,7
2024-05-17,93,45,26,30,4,6,7,16,4
2024-05-18,37,18,26,17,4,7,1,12,8
2024-05-19,0,0,0,0,1,0,0,0,0
2024-05-20,0,58,37,47,11,7,0,0,4
2024-05-21,120,47,52,48,5,3,21,20,12
2024-05-22,112,50,34,45,6,5,10,17,10
2024-05-23,96,43,41,36,7,6,10,11,5
2024-05-24,88,51,36,43,9,7,13,11,18
2024-05-25,51,16,12,23,5,0,0,3,4
2024-05-26,0,0,0,0,2,0,0,0,0
2024-05-27,107,39,44,49,7,6,18,15,11
2024-05-28,105,46,42,40,2,3,10,15,9
2024-05-29,95,57,34,34,10,5,6,16,4
2024-05-30,88,49,33,30,0,6,0,14,10
2024-05-31,97,48,36,24,12,5,8,14,11
2024-06-01,35,21,19,17,4,6,2,9,2
2024-06-02,0,1,0,0,0,0,0,0,0
2024-06-03,107,46,41,46,8,8,13,8,11
2024-06-04,109,44,41,36,4,7,18,12,5
2024-06-05,113,53,59,40,6,4,8,11,4
2024-06-06,96,62,33,38,7,0,11,10,6
2024-06-07,100,54,38,38,10,14,2,5,10
2024-06-08,31,19,13,13,5,6,1,6,4
2024-06-09,0,0,0,0,0,1,0,0,0
2024-06-10,95,52,45,59,11,10,21,18,9
2024-06-11,112,54,38,36,6,3,4,12,4
2024-06-12,91,43,27,48,7,6,7,17,9
2024-06-13,79,47,31,41,7,4,11,15,6
2024-06-14,76,44,30,41,8,9,7,15,5
2024-06-15,35,27,23,17,8,0,0,11,6
2024-06-16,0,0,0,0,0,0,0,0,0
2024-06-17,119,62,48,43,8,8,10,21,10
2024-06-18,105,54,39,39,10,5,9,16,7
2024-06-19,98,52,35,45,6,6,10,14,10
2024-06-20,82,43,27,33,5,6,7,9,10
2024-06-21,109,46,27,33,6,0,8,11,6
2024-06-22,38,25,9,20,10,0,0,4,4
2024-06-23,0,2,0,0,0,0,0,0,0
2024-06-24,122,50,49,47,9,4,18,20,8
2024-06-25,95,64,35,44,10,9,15,18,10
2024-06-26,99,57,36,39,9,4,4,13,6
2024-06-27,63,49,26,31,12,7,10,10,7
2024-06-28,75,52,28,21,5,5,11,8,8
2024-06-29,29,16,16,17,4,3,0,10,6
2024-06-30,0,2,0,2,0,0,0,0,0
2024-07-01,80,53,53,36,9,3,18,9,13
2024-07-02,135,56,25,42,11,7,7,21,6
2024-07-03,89,54,31,45,11,4,8,9,9
2024-07-04,100,52,43,36,4,4,9,16,8
2024-07-05,92,56,35,31,12,6,6,14,6
2024-07-06,42,13,8,21,5,7,0,0,3
2024-07-07,0,4,0,0,0,0,0,0,0
2024-07-08,152,58,55,43,7,6,13,23,9
2024-07-09,89,51,32,48,8,8,5,14,6
2024-07-10,97,64,42,43,5,8,8,11,9
2024-07-11,98,42,28,35,10,9,7,10,8
2024-07-12,95,52,34,32,8,7,13,10,8
2024-07-13,33,13,23,17,8,4,0,0,2
2024-07-14,0,0,0,0,0,0,0,0,0
2024-07-15,105,66,47,29,5,5,21,21,9
2024-07-16,101,56,32,35,12,2,5,11,11
2024-07-17,118,66,31,32,10,4,16,12,11
2024-07-18,99,62,33,34,11,7,12,9,6
2024-07-19,79,32,22,36,6,5,3,12,11
2024-07-20,35,18,17,16,9,3,0,11,7
2024-07-21,0,0,0,0,0,0,0,0,0
2024-07-22,125,51,29,45,11,1,17,9,12
2024-07-23,126,47,35,33,6,9,7,11,3
2024-07-24,108,45,31,43,8,9,8,12,11
2024-07-25,100,46,30,28,6,0,4,7,12
2024-07-26,77,49,38,39,10,5,3,10,10
2024-07-27,35,17,15,16,10,4,0,5,1
2024-07-28,0,2,0,0,1,1,0,0,0
2024-07-29,117,56,43,37,9,9,15,11,5
2024-07-30,81,45,35,50,7,6,10,12,7
2024-07-31,95,50,28,41,8,7,10,12,6
2024-08-01,76,67,37,32,9,4,4,14,10
2024-08-02,81,37,26,35,4,4,10,15,5
2024-08-03,55,14,23,15,9,5,0,0,5
2024-08-04,0,1,0,0,0,0,0,0,0
2024-08-05,108,54,33,34,8,6,23,16,13
2024-08-06,99,50,31,51,4,4,11,25,10
2024-08-07,87,39,36,31,11,7,7,13,8
2024-08-08,88,42,44,32,9,7,7,13,3
2024-08-09,68,30,34,37,8,3,6,8,10
2024-08-10,51,30,18,17,12,2,0,7,6
2024-08-11,0,0,1,0,0,0,0,0,0
2024-08-12,93,58,51,32,8,8,10,9,2
2024-08-13,97,60,45,33,11,4,11,16,9
2024-08-14,90,38,34,45,4,4,8,10,7
2024-08-15,68,0,0,28,0,2,0,0,7
2024-08-16,66,40,38,27,14,4,10,22,7
2024-08-17,28,16,22,20,9,5,0,8,0
2024-08-18,0,0,0,0,0,1,0,0,0
2024-08-19,119,44,35,48,8,6,4,12,7
2024-08-20,101,56,42,41,11,5,12,17,10
2024-08-21,83,47,49,43,7,5,5,12,2
2024-08-22,84,61,33,35,4,3,8,15,7
2024-08-23,83,50,31,48,6,4,7,17,13
2024-08-24,27,11,26,19,7,4,0,13,2
2024-08-25,0,0,0,0,0,0,1,0,0
2024-08-26,100,61,57,41,8,4,11,17,11
2024-08-27,76,62,30,44,11,2,9,9,9
2024-08-28,92,42,39,37,12,3,9,17,8
2024-08-29,67,54,36,39,5,5,4,20,7
2024-08-30,92,48,36,38,8,5,9,11,4
2024-08-31,30,9,17,14,3,8,0,8,7
2024-09-01,0,0,0,0,0,0,0,0,0
2024-09-02,100,66,53,42,7,12,11,14,9
2024-09-03,104,57,49,36,11,1,7,19,3
2024-09-04,111,57,48,42,11,5,4,10,13
2024-09-05,78,46,43,44,6,3,11,14,9
2024-09-06,99,54,37,42,11,6,4,10,8
2024-09-07,55,26,29,16,10,4,4,3,7
2024-09-08,0,0,0,0,0,0,0,0,0
2024-09-09,127,55,51,46,7,6,8,27,14
2024-09-10,119,62,46,51,12,3,7,13,6
2024-09-11,95,53,45,28,5,5,4,12,6
2024-09-12,86,51,52,42,10,7,7,8,6
2024-09-13,89,46,43,43,10,6,12,12,13
2024-09-14,52,13,14,18,2,3,0,12,4
2024-09-15,0,0,1,0,0,2,0,0,0
2024-09-16,106,76,71,58,11,5,13,15,12
